,nl_query,db
2899,"Find the oldest active customer based on registration date.
",rdbms
2900,"List customers along with the count of orders they have placed.
",rdbms
2901,"Find products with low stock levels and their suppliers.
",rdbms
2902,"Retrieve employees who have managed more than three different departments during their tenure.
",rdbms
2903,"Get the total number of orders placed on the most recent Black Friday.
",rdbms
2904,"List employees along with the number of projects they are currently working on.
",rdbms
2905,"Find all invoices issued in the last year that have been fully paid.
",rdbms
2906,"Show the customer who has ordered the most diverse range of products.
",rdbms
2907,"Retrieve the product with the highest number of returns within the past year.
",rdbms
2908,"Calculate the average delivery time for orders.
",rdbms
2909,"List employees who have never reported time-off.
",rdbms
2910,"Find the product categories that generate the most revenue.
",rdbms
2911,"Show all orders that required expedited shipping.
",rdbms
2912,"Retrieve customer feedback along with corresponding order details.
",rdbms
2913,"List the names of customers who have ever cancelled an order.
",rdbms
2914,"Find top employees based on the number of completed projects.
",rdbms
2915,"Retrieve suppliers with the most number of products in their catalog.
",rdbms
2916,"List all pending shipments with estimated delivery dates.
",rdbms
2917,"Find all departments with more than ten employees.
",rdbms
2918,"Retrieve the most popular product for each season.
",rdbms
2919,"List customers who have returned items more than five times.
",rdbms
2920,"Find all transactions exceeding a specified amount.
",rdbms
2921,"Show the hierarchy of departments within the organization.
",rdbms
2922,"Retrieve suppliers and their corresponding top-selling products.
",rdbms
2923,"Find the historical change in product prices.
",rdbms
2924,"List all orders with special instructions.
",rdbms
2925,"Retrieve customers and their preferred payment methods.
",rdbms
2926,"Find employees with the same last name as any of their managers.
",rdbms
2927,"List customers who have received a loyalty bonus.
",rdbms
2928,"Find sales transactions that included a specific promotional code.
",rdbms
2929,"Retrieve products in decreasing order of profit margin.
",rdbms
2930,"List active projects and their expected completion dates.
",rdbms
2931,"Find all invoices that are past due.
",rdbms
2932,"Retrieve product bundles frequently bought together.
",rdbms
2933,"Find all items that are out of stock.
",rdbms
2934,"List all recurring customers who prefer weekend deliveries.
",rdbms
2935,"Find the most used shipping routes.
",rdbms
2936,"Retrieve employees with matching skill sets.
",rdbms
2937,"List all purchases with invoices not yet generated.
",rdbms
2938,"Find all customers who have opted in for newsletters.
",rdbms
2939,"Retrieve historical revenue data for forecasting.
",rdbms
2940,"List all VIP customers and offer details.
",rdbms
2941,"Find season-specific promotions and their success metrics.
",rdbms
2942,"Show customers with addresses in more than one city.
",rdbms
2943,"List the newest products launched in the past three months.
",rdbms
2944,"Retrieve invoices containing errors.
",rdbms
2945,"Find customer support tickets resolved within an hour.
",rdbms
2946,"List products supplied by only one vendor.
",rdbms
2947,"Retrieve accounts with prepaid subscription plans.
",rdbms
2948,"Find employees eligible for retirement in the next year.
",rdbms
2949,"List the warehouses with maximum storage capacity.
",rdbms
2950,"Retrieve all products available in a specified color.
",rdbms
2951,"Find unresolved disputes in customer transactions.
",rdbms
2952,"List technicians with certifications expiring this year.
",rdbms
2953,"Retrieve products with a warranty period exceeding two years.
",rdbms
2954,"Find all projects completed earlier than the deadline.
",rdbms
2955,"List customers who prefer recycled packaging.
",rdbms
2956,"Retrieve annual growth rate data for customer base.
",rdbms
2957,"Find errors in the input data for various tables.
",rdbms
2958,"List project milestones across different departments.
",rdbms
2959,"Retrieve products with alternate suppliers.
",rdbms
2960,"Find training programs attended after working hours.
",rdbms
2961,"List items not sold in the last inventory cycle.
",rdbms
2962,"Retrieve promotions not availed by any customer.
",rdbms
2963,"Find support representatives with the most closed tickets.
",rdbms
2964,"List all custom packages requested by clients.
",rdbms
2965,"Retrieve products listed at the same price for more than a year.
",rdbms
2966,"Find locations with the least number of order dispatches.
",rdbms
2967,"List customer accounts marked for follow-up.
",rdbms
2968,"Retrieve items with component parts out of stock.
",rdbms
2969,"Find meetings scheduled with external partners.
",rdbms
2970,"List assets scheduled for depreciation discussions.
",rdbms
2971,"Retrieve payment logs with non-standard payment gateways.
",rdbms
2972,"Find holiday sales campaigns and corresponding discounts.
",rdbms
2973,"List legacy systems still in use across departments.
",rdbms
2974,"Retrieve all client interactions for key accounts.
",rdbms
2975,"Find production targets exceeded two years in a row.
",rdbms
2976,"List interview results for the last hiring cycle.
",rdbms
2977,"Retrieve shipping exceptions for the last holiday season.
",rdbms
2978,"Find customers who have not interacted with the company in over a year.
",rdbms
2979,"List all employees participating in skill development programs.
",rdbms
2980,"Retrieve financial transactions needing manager approval.
",rdbms
2981,"Find peak order periods and corresponding inventory levels.
",rdbms
2982,"List unexpected return reasons for electronic products.
",rdbms
2983,"Retrieve organizational policies modified in the last year.
",rdbms
2984,"Find leading channels for new customer acquisition. 
",rdbms
2985,"What are the total sales figures by region for the last quarter?
",rdbms
2986,"List all customers who haven't made a purchase in the last year.
",rdbms
2987,"What is the average order value for each product category?
",rdbms
2988,"Show a year-over-year comparison of employee headcount by department.
",rdbms
2989,"Find all suppliers who provide more than three different types of products.
",rdbms
2990,"What is the total revenue from each customer segment?
",rdbms
2991,"List all products that have never been sold.
",rdbms
2992,"Which employees have exceeded their sales targets this year?
",rdbms
2993,"Generate a report of monthly sales by product for the past five years.
",rdbms
2994,"Identify underperforming stores based on revenue benchmarks.
",rdbms
2995,"List employee details with their respective departmental head.
",rdbms
2996,"What is the customer lifecycle duration on average?
",rdbms
2997,"Show all transactions that exceed the customer's average transaction value.
",rdbms
2998,"How many orders were placed during each promotional event?
",rdbms
2999,"What are the average delivery times by carrier?
",rdbms
3000,"List the top 10 best-selling products per region.
",rdbms
3001,"Which branches have the highest employee attrition rates?
",rdbms
3002,"Find customers who have referred other customers.
",rdbms
3003,"What is the total number of units sold per product last month?
",rdbms
3004,"List all overdue invoices by vendor.
",rdbms
3005,"Find the top 5 stores based on customer satisfaction ratings.
",rdbms
3006,"Which products have had the most price changes in the past year?
",rdbms
3007,"What is the average tenure of all employees?
",rdbms
3008,"List all active projects and their current status.
",rdbms
3009,"How many unique visitors does each website receive monthly?
",rdbms
3010,"Identify products that yield the highest profit margins.
",rdbms
3011,"Which customer demographics have the highest purchase frequency?
",rdbms
3012,"Determine the average discount rate provided per sales representative.
",rdbms
3013,"List all employees eligible for retirement within the next year.
",rdbms
3014,"What is the customer retention rate for the last fiscal year?
",rdbms
3015,"Show the breakdown of expenses by department for last year.
",rdbms
3016,"What inventory items need restocking based on sales trends?
",rdbms
3017,"List all clients who have active contracts but no recent interactions.
",rdbms
3018,"Find the average response time to customer inquiries.
",rdbms
3019,"What are the projected revenues for next quarter per product line?
",rdbms
3020,"Identify products that typically sell together.
",rdbms
3021,"List departments with the highest overtime hours.
",rdbms
3022,"Which marketing campaigns have led to the most new customer acquisitions?
",rdbms
3023,"What is the breakdown of sales by salesperson?
",rdbms
3024,"List all pending tasks assigned to each employee.
",rdbms
3025,"Find all accounts that have been inactive for over six months.
",rdbms
3026,"Show the most common product returns by reason.
",rdbms
3027,"What are the top 3 best-performing investment portfolios this month?
",rdbms
3028,"List all available positions and their respective hiring managers.
",rdbms
3029,"What is the historical growth trend of the company's revenue?
",rdbms
3030,"Identify discrepancies in financial reporting by department.
",rdbms
3031,"What are the month-end inventory levels for each warehouse?
",rdbms
3032,"Generate a summary of compliance issues detected this year.
",rdbms
3033,"List all vendors with contracts expiring in the next quarter.
",rdbms
3034,"What is the annual training budget consumed by department?
",rdbms
3035,"Show the frequency of customer support call types.
",rdbms
3036,"List the most requested product features by customers.
",rdbms
3037,"What are the trends in customer complaints by type?
",rdbms
